Name,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,SuperPowers,Universe,Alignment,Gender
Malphite,55,75,11,40,70,40,2,"Corruption Resistance,Dig,Endurance,Inorganic Physiology,Invulnerability,Large Size,Longevity,Seismic Power,Self-Sustenance,Shockwaves Generation,Subterranean,Terrakinesis,Toxin and Disease Resistance,Accelerated Healing,Changing Armor,Cold Resistance,Damage Reduction,Electricity Resistance,Enhanced Senses,Extrasensory Perception,Fire Resistance,Grappling/Climbing,Heat Resistance,Jaw Strength,Jump,Magic,Magic Resistance,Mind Control Resistance,Physical Anomaly,Power Sense,Regeneration,Sand Manipulation,Soul Resistance,Statistics Reduction,Weapon Creation,Berserk Mode,Camouflage,Damage Boost,Duplication,Homing Attack,Immortality,Indomitable Will,Matter Absorption,Shapeshifting,Statistics Amplification",League Of Legends,Neutral,
Malzahar,75,13,11,35,80,30,3,"Corruption,Dark Magic,Extrasensory Perception,Indomitable Will,Magic Resistance,Portal Creation,Summoning,Telepathy,Damage Reduction,Endurance,Energy Absorption,Energy Beams,Energy Manipulation,Homing Attack,Insanity,Levitation,Magic Absorption,Master Tactician,Mind Blast,Mind Control,Mind Control Resistance,Morality Manipulation,Non-Physical Interaction,Organic Manipulation,Paralysis,Power Nullifier,Power Sense,Precognition,Seismic Power,Soul Resistance,Telekinesis,Telepathy Resistance,Toxin and Disease Resistance,Weapon-based Powers,Cloaking,Intangibility,Phasing,Physics Manipulation,Reality Warping Resistance,Statistics Amplification",League Of Legends,Bad,Male
Maokai,60,30,1,30,60,30,1,"Accelerated Healing,Corruption Resistance,Curse Resistance,Endurance,Extrasensory Perception,Indomitable Will,Longevity,Magic,Magic Absorption,Magic Resistance,Natural Armor,Plant Control,Wood Manipulation,Damage Reduction,Elasticity,Invulnerability,Large Size,Multiple Limbs,Non-Physical Interaction,Physical Anomaly,Rage Power,Self-Sustenance,Shockwaves Generation,Toxin and Disease Resistance,Camouflage,Creation,Explosion Manipulation,Immortality,Life Manipulation,Natural Weapons,Purification,Regeneration,Self-Destruction,Soul Resistance,Summoning",League Of Legends,Neutral,Male
Master Kusho,60,25,25,25,25,90,1,"Acrobatics,Agility,Dexterity,Endurance,Master Martial Artist,Shadow Manipulation,Astral Projection,Levitation,Magic,Swordsmanship,Weapons Master",League Of Legends,Bad,Male
Master Yi,65,25,25,25,25,95,2,"Acrobatics,Afterimage Creation,Agility,Dexterity,Enhanced Sight,Levitation,Swordsmanship,Weapons Master,Aura,Damage Reduction,Durability Negation,Endurance,Enhanced Senses,Jump,Reflexes,Statistics Amplification,Vision - Telescopic,Vitakinesis,Magic,Master Martial Artist",League Of Legends,Good,Male
Miss Fortune,55,25,8,25,25,55,1,"Danmaku,Durability,Endurance,Explosion Manipulation,Intelligence,Marksmanship,Mechanical Aptitude,Social Influencing,Stamina,Super Speed,Super Strength,Weapon-based Powers,Acrobatics,Agility,Enhanced Condition,Enhanced Thievery,Heat Generation,Hunters Instinct,Indomitable Will,Information Analysis,Intuitive aptitude,Master Tactician,Mind Control Resistance,Non-Physical Interaction,Preparation,Reflexes,Soul Resistance,Stealth,Supernatural Condition,Swordsmanship,Weapons Master,Blessed,Corruption Resistance,Curse Resistance,Power Nullifier",League Of Legends,Good,Female
Mordekaiser,70,50,17,35,80,85,3,"Apathy,Aura,Dark Magic,Endurance,Extrasensory Perception,Immortality,Indomitable Will,Inorganic Physiology,Longevity,Madness Manipulation,Metal Manipulation,Natural Armor,Necromancy,Non-Corporeal,Non-Physical Interaction,Pain Suppression,Soul Manipulation,Toxin and Disease Resistance,Weapon Creation,Absorption,Accelerated Healing,Banish,Cold Resistance,Creation,Dimension Storage,Energy Constructs,Energy Manipulation,Homing Attack,Invulnerability,Magic Resistance,Self-Sustenance,Statistics Amplification,Statistics Reduction,Umbrakinesis,Unholy Manipulation,Accelerated Development,Animation,Damage Boost,Dimensional Travel,Fire Resistance,Large Size,Master Tactician,Portal Creation,Power Sense,Sealing,Summoning,Transmutation",League Of Legends,Bad,Male
Morgana,55,75,14,30,80,55,3,"Chain Manipulation,Dark Magic,Endurance,Fire Control,Flight,Force Fields,Longevity,Magic,Status Effect Inducement,Super Speed,Super Strength,Accelerated Healing,Agility,Angel Physiology,Awakened Power,Holy Resistance,Illumination,Magic Resistance,Pain Manipulation,Swordsmanship,Immortality,Regeneration,Soul Manipulation",League Of Legends,Good,Female
Nami,65,1,20,25,50,25,1,"Indomitable Will,Sub-Mariner,Water Control,Accelerated Healing,Animal Attributes,Damage Reduction,Extrasensory Perception,Illumination,Longevity,Sonar,Vitakinesis,Vortex Creation,Weapon-based Powers,Animal Control,Cold Resistance,Corruption Resistance,Enhanced Senses,Gadget Usage,Homing Attack,Illusion Resistance,Levitation,Natural Armor,Power Sense,Reflexes,Sealing,Statistics Amplification,Vision - Night",League Of Legends,Good,Female
Nasus,0,0,0,0,0,0,0,Null,League Of Legends,Neutral,Male
Nautilus,55,75,10,40,55,30,2,"Amphibious Respiration,Cold Resistance,Endurance,Fear Inducement,Power Suit,Self-Sustenance,Toxin and Disease Resistance,Water Control,Weapon-based Powers,Damage Reduction,Dark Magic,Enhanced Senses,Extrasensory Perception,Homing Attack,Immortality,Invulnerability,Large Size,Mechanical Aptitude,Non-Physical Interaction,Paralysis,Possession Resistance,Shockwaves Generation,Sonar,Soul Resistance,Stealth,Vision - Night,Berserk Mode,Camouflage,Chain Manipulation,Corruption Resistance,Curse Resistance,Danmaku,Explosion Manipulation,Gadget Usage,Grappling/Climbing,Illumination,Jump,Marksmanship,Matter Absorption,Non-Corporeal,Umbrakinesis,Unholy Manipulation,Unholy Resistance,Vortex Creation,Weapons Master,Weather Control",League Of Legends,Neutral,Male
Neeko,55,6,6,15,60,35,1,"Animal Oriented Powers,Energy Blasts,Extrasensory Perception,Longevity,Magic,Shapeshifting,Animal Attributes,Cloning,Danger Sense,Empathy,Endurance,Energy Beams,Energy Constructs,Energy Manipulation,Enhanced Senses,Force Fields,Invisibility,Memory Manipulation,Acrobatics,Agility,Biokinesis,Camouflage,Cloth Manipulation,Damage Boost,Dream Manipulation,Elasticity,Jump,Magic Resistance,Non-Physical Interaction,Power Mimicry,Pseudo-Flight,Size Changing,Soul Manipulation,Statistics Amplification,Status Effect Inducement,Transformation",League Of Legends,Good,Female
Nidalee,60,5,12,15,35,70,1,"Hunters Instinct,Instinctive Reaction,Animal Attributes,Animal Oriented Powers,Enhanced Senses,Marksmanship,Natural Weapons,Ability Shift,Explosion Manipulation,Extrasensory Perception,Gadget Usage,Jaw Strength,Jump,Magic,Shapeshifting,Statistics Amplification,Vitakinesis,Weapon-based Powers",League Of Legends,Neutral,Female
Nocturne,65,25,25,25,25,50,2,"Accelerated Healing,Dark Magic,Dream Manipulation,Fear Inducement,Fear Manipulation,Longevity,Magic Resistance,Shadow Manipulation,Sleep Manipulation,Soul Resistance,Damage Boost,Energy Absorption,Illusions,Immortality,Mind Blast,Non-Corporeal,Non-Physical Interaction,Pain Manipulation,Physical Anomaly,Possession,Soul Manipulation,Statistics Amplification,Statistics Reduction,Status Effect Inducement,Umbrakinesis,Weapon-based Powers,Power Nullifier",League Of Legends,Bad,
Nunu,40,30,8,20,50,20,1,"Animal Attributes,Cryokinesis,Indomitable Will,Longevity,Magic,Animal Control,Animal Oriented Powers,Cold Resistance,Endurance,Extrasensory Perception,Multiple Limbs,Natural Weapons,Accelerated Healing,Danmaku,Large Size,Magic Absorption,Multiple Personalities,Natural Armor,Separation,Statistics Amplification,Weapon-based Powers",League Of Legends,Good,Male
Olaf,55,25,8,25,35,80,1,"Bloodlust,Cold Resistance,Endurance,Pain Suppression,Rage Power,Accelerated Healing,Grappling/Climbing,Jump,Weapon-based Powers,Weapons Master,Cryokinesis,Electrokinesis,Indomitable Will,Invulnerability,Large Size,Magic,Marksmanship,Statistics Amplification",League Of Legends,Neutral,Male
Ornn,0,0,0,0,0,0,0,Null,League Of Legends,Good,Male
Pantheon,0,0,0,0,0,0,0,Null,League Of Legends,,
Poppy,60,25,7,25,25,70,2,"Endurance,Indomitable Will,Longevity,Weapon-based Powers,Damage Boost,Damage Reduction,Dexterity,Enhanced Hearing,Extrasensory Perception,Gadget Usage,Invulnerability,Magic,Non-Physical Interaction,Power Suit,Shockwaves Generation,Vision - Infrared,Weapons Master,Banish,Dimensional Travel,Disguise Mastery,Energy Armor,Grappling/Climbing,Immortality,Jump,Magic Resistance,Marksmanship,Master Tactician,Mind Control Resistance,Self-Sustenance,Soul Resistance,Statistics Amplification,Statistics Reduction,Stealth,Toxin and Disease Resistance",League Of Legends,Good,Female
Pyke,60,13,19,15,45,45,1,"Agility,Amphibious Respiration,Invisibility,Jump,Reflexes,Shadow Manipulation,Stealth,Supernatural Condition,Vision - Night,Weapon-based Powers,Bloodlust,Endurance,Enhanced Senses,Extrasensory Perception,Indomitable Will,Liquid Transmutation,Marksmanship,Possession Resistance,Toxin and Disease Resistance,Weapons Master,Zombie Physiology,Animal Control,Cold Resistance,Durability Negation,Insanity,Magic,Self-Sustenance,Status Effect Inducement",League Of Legends,Neutral,Male
Qiyana,80,6,6,20,70,65,1,"Agility,Air Control,Camouflage,Plant Control,Terrakinesis,Water Control,Weapons Master,Acrobatics,Apathy,Cryokinesis,Dexterity,Element Control,Heat Generation,Jump,Lava Manipulation,Magic,Status Effect Inducement,Weapon-based Powers,Damage Boost,Explosion Manipulation,Magic Resistance,Marksmanship,Master Martial Artist,Master Tactician,Seismic Power,Shockwaves Generation,Statistics Amplification,Stealth,Vibration Manipulation,Weather Control",League Of Legends,Bad,Female
Quinn,60,1,7,10,20,70,1,"Hunters Instinct,Marksmanship,Stealth,Acrobatics,Agility,Animal Control,Animal Oriented Powers,Indomitable Will,Natural Weapons,Preparation,Reflexes,Weapon-based Powers,Damage Boost,Endurance,Flight,Master Tactician,Status Effect Inducement,Summoning,Weapons Master",League Of Legends,Good,Female
Rakan,55,10,8,15,60,60,1,"Agility,Force Fields,Love Inducement,Acrobatics,Animal Attributes,Dexterity,Enhanced Senses,Jump,Longevity,Magic,Reflexes,Endurance,Enhanced Hearing,Magic Resistance,Mind Control,Statistics Amplification,Vitakinesis",League Of Legends,Good,
Rek'Sai,55,65,17,30,55,60,2,"Accelerated Healing,Animal Attributes,Bloodlust,Dig,Endurance,Extrasensory Perception,Hunters Instinct,Jaw Strength,Longevity,Natural Armor,Natural Weapons,Rage Power,Seismic Power,Subterranean,Toxin and Disease Resistance,Animal Oriented Powers,Berserk Mode,Corruption,Dark Magic,Durability Negation,Energy Blasts,Enhanced Hearing,Enhanced Smell,Fear Inducement,Grappling/Climbing,Instinctive Reaction,Jump,Large Size,Magic Resistance,Multiple Limbs,Power Sense,Reflexes,Sonar,Stealth,Venomous Bite,Agility,Animal Control,Damage Boost,Energy Manipulation,Heat Resistance,Indomitable Will,Invulnerability,Magic Absorption,Mind Control Resistance,Physics Manipulation,Portal Creation,Reactive Evolution,Regeneration,Self-Sustenance,Shockwaves Generation,Sonic Scream,Soul Resistance,Statistics Reduction",League Of Legends,Bad,Female
Rell,60,30,7,25,60,60,2,"Changing Armor,Magnetism,Metal Manipulation,Endurance,Heat Generation,Indomitable Will,Magic,Rage Power,Status Effect Inducement,Accelerated Healing,Animation,Aura,Awakened Power,Damage Reduction,Emotional Power Up,Force Fields,Gadget Usage,Gravity Control,Homing Attack,Jump,Magic Resistance,Seismic Power,Shockwaves Generation,Statistics Amplification,Terrakinesis,Weapon Creation,Weapon-based Powers",League Of Legends,Good,Female
Renekton,0,0,0,0,0,0,0,Null,League Of Legends,Bad,Male
Rengar,65,25,14,25,25,75,1,"Enhanced Smell,Hunters Instinct,Agility,Animal Attributes,Animal Oriented Powers,Bloodlust,Camouflage,Endurance,Enhanced Hearing,Enhanced Senses,Indomitable Will,Invisibility,Jump,Longevity,Stealth,Weapons Master,Accelerated Healing,Corruption Resistance,Damage Boost,Danger Sense,Gadget Usage,Grappling/Climbing,Jaw Strength,Magic,Master Tactician,Natural Weapons,Pain Suppression,Sonic Scream,Status Effect Inducement,Weapon-based Powers",League Of Legends,Neutral,Male
Riven,60,25,7,25,50,75,1,"Awakened Power,Force Fields,Swordsmanship,Weapon-based Powers,Acrobatics,Agility,Air Control,Aura,Energy Blasts,Jump,Master Martial Artist,Damage Boost,Dexterity,Emotional Power Up,Endurance,Magic,Reflexes,Sonic Scream,Statistics Amplification,Status Effect Inducement",League Of Legends,Good,Female
Rumble,80,6,6,25,40,40,1,"Fire Control,Gadget Usage,Longevity,Mechanical Aptitude,Power Suit,Robotic Engineering,Weapon-based Powers,Damage Boost,Enhanced Hearing,Explosion Manipulation,Marksmanship,Preparation,Vision - Infrared,Animal Attributes,Cold Resistance,Electrokinesis,Force Fields,Heat Generation,Immortality,Large Size,Magic,Magic Resistance,Non-Corporeal,Self-Destruction,Statistics Amplification",League Of Legends,Neutral,Male
Ryze,75,5,8,40,75,85,3,"Arcane Magic,Awakened Power,Endurance,Energy Beams,Energy Blasts,Indomitable Will,Longevity,Magic,Portal Creation,Cold Resistance,Damage Boost,Electrokinesis,Energy Constructs,Energy Manipulation,Extrasensory Perception,Force Fields,Homing Attack,Magic Resistance,Master Tactician,Non-Physical Interaction,Energy Armor,Fire Control,Magic Absorption,Mind Control Resistance,Reactive Power Level,Statistics Amplification,Status Effect Inducement",League Of Legends,Good,Male
Samira,60,8,7,15,20,85,1,"Acrobatics,Agility,Danmaku,Gadget Usage,Marksmanship,Weapon-based Powers,Dexterity,Endurance,Explosion Manipulation,Indomitable Will,Master Martial Artist,Pain Suppression,Weapons Master,Attack Negation,Danger Sense,Grappling/Climbing,Jump,Mechanical Aptitude,Reflexes,Statistics Amplification,Swordsmanship",League Of Legends,Neutral,Female
Sejuani,65,25,8,25,40,70,1,"Cold Resistance,Cryokinesis,Indomitable Will,Weapon-based Powers,Agility,Bloodlust,Damage Reduction,Endurance,Master Tactician,Pain Suppression,Reflexes,Weapons Master,Accelerated Healing,Animal Control,Animal Oriented Powers,Durability Negation,Enhanced Senses,Explosion Manipulation,Gadget Usage,Magic,Preparation,Rage Inducement,Rage Power",League Of Legends,Neutral,Female
Senna,60,6,6,15,45,45,1,"Indomitable Will,Marksmanship,Weapon-based Powers,Camouflage,Endurance,Energy Beams,Energy Blasts,Extrasensory Perception,Light Control,Non-Physical Interaction,Soul Resistance,Status Effect Inducement,Vitakinesis,Attack Reflection,Damage Boost,Dark Magic,Durability Negation,Force Fields,Holy Manipulation,Immortality,Intangibility,Magic,Paralysis,Purification,Reactive Power Level,Soul Manipulation,Summoning,Umbrakinesis,Unholy Manipulation",League Of Legends,Good,Female
Sett,50,25,5,25,15,70,1,"Accelerated Healing,Dexterity,Endurance,Master Martial Artist,Rage Power,Reflexes,Agility,Bloodlust,Damage Boost,Enhanced Hearing,Enhanced Senses,Grappling/Climbing,Jump,Animal Attributes,Durability Negation,Magic,Shockwaves Generation,Statistics Amplification,Status Effect Inducement",League Of Legends,Neutral,Male
Shaco,50,1,1,25,25,30,1,"Acrobatics,Agility,Duplication,Invisibility,Weapon Summoning,Weapon-based Powers,Teleportation",League Of Legends,Bad,Male
Shen,60,25,25,25,25,85,1,"Acrobatics,Agility,Master Martial Artist,Ninjutsu,Non-Physical Interaction,Super Speed,Super Strength,Swordsmanship,Teleportation,Weapons Master,Dexterity,Dimensional Travel,Endurance,Enhanced Senses,Force Fields,Stealth,Weapon-based Powers",League Of Legends,Good,Male
Shyvana,55,40,25,25,25,55,2,"Animal Attributes,Enhanced Smell,Fire Control,Fire Resistance,Heat Resistance,Longevity,Natural Armor,Natural Weapons,Transformation,Acid Resistants,Agility,Animal Oriented Powers,Berserk Mode,Damage Boost,Endurance,Enhanced Senses,Flight,Grappling/Climbing,Heat Generation,Indomitable Will,Instinctive Reaction,Jaw Strength,Jump,Large Size,Magic,Melting,Pain Suppression,Rage Power,Reflexes,Toxin and Disease Resistance,Accelerated Development,Accelerated Healing,Danger Sense,Explosion Manipulation,Extrasensory Perception,Magic Resistance,Reactive Power Level,Statistics Amplification",League Of Legends,Neutral,Female
Silco,60,6,7,7,10,40,1,"Dexterity,Accelerated Healing,Endurance,Toxin and Disease Resistance",League Of Legends,Bad,Male
Sion,55,30,19,35,55,70,2,"Berserk Mode,Bloodlust,Endurance,Fear Inducement,Insanity,Longevity,Pain Suppression,Rage Power,Self-Sustenance,Zombie Physiology,Damage Boost,Damage Reduction,Enhanced Smell,Explosion Manipulation,Indomitable Will,Large Size,Paralysis,Sonic Scream,Statistics Amplification,Weapon-based Powers,Weapons Master,Cold Resistance,Energy Absorption,Energy Blasts,Force Fields,Heat Resistance,Immortality,Invulnerability,Magic Resistance,Reactive Power Level,Resurrection,Seismic Power,Statistics Reduction,Status Effect Inducement",League Of Legends,Bad,Male
Sona,65,6,6,10,70,20,1,"Aura,Body Puppetry,Dexterity,Empathy,Enhanced Hearing,Levitation,Sound Manipulation,Weapon-based Powers,Damage Boost,Damage Reduction,Enhanced Senses,Force Fields,Gadget Usage,Homing Attack,Musical Inducement,Psychometry,Sleep Manipulation,Status Effect Inducement,Vitakinesis,Energy Blasts,Extrasensory Perception,Illusions,Magic,Reactive Power Level,Shockwaves Generation,Size Changing,Social Influencing,Statistics Amplification,Statistics Reduction,Telekinesis,Telepathy",League Of Legends,Good,Female
